species,family,order,fishbase_name,column_pos,depth_min,depth_max,migration,length,length_type,diet,Comments,AddRems
Lopholiparis flerxi,Liparidae,Scorpaeniformes,Lopholiparis flerxi,pelagic-oceanic,NA,285,NA,3.25,SL,NA,"Apparently occurs over coarse bottom with hard patches, over-grown with sponges; with bottom temperature of 4.2°C (Ref. 57785).","Apparently occurs over coarse bottom with hard patches, over-grown with sponges; with bottom temperature of 4.2°C (Ref. 57785)."
Nectoliparis pelagicus,Liparidae,Scorpaeniformes,Nectoliparis pelagicus,bathypelagic,0,3383,NA,6.5,SL,NA,Has been taken from stagnant bottoms (Ref. 6885). Minimum depth from Ref. 006885.,NA
Paraliparis adustus,Liparidae,Scorpaeniformes,Paraliparis adustus,bathypelagic,NA,NA,NA,15,SL,NA,"Collected at 640 m in water 3,658 m deep using a Marinovich midwater trawl.  The male holotype was with mature testes, and possess a prominent genital papilla, length nearly one-half eye diameter and directed anteriorly (Ref. 82595).",NA
Paraliparis albeolus,Liparidae,Scorpaeniformes,Paraliparis albeolus,bathydemersal,33,1200,NA,NA,NA,NA,NA,NA
Paraliparis bullacephalus,Liparidae,Scorpaeniformes,Paraliparis bullacephalus,bathypelagic,233,322,NA,6.199999809265137,SL,NA,"The male (5.30 and 6.20 cm) specimens appear to be mature, while the female (9.40 cm) was mature with ovaries containing numerous mature and immature, spherical, pale-colored, opaque, yolked oocytes, ranging in diameter from 0.20-2.12 mm; from gross observation, there appear to be fewer than 100 eggs in each ovary.  Specimens were collected with a 60 cm bongo net, epibenthic sled and bottom trawl (Ref. 82595).",NA
Paraliparis cephalus,Liparidae,Scorpaeniformes,Paraliparis cephalus,bathydemersal,294,1800,NA,8.199999809265137,SL,NA,Minimum depth reported at 294 m (Ref. 50610).,NA
Paraliparis dactylosus,Liparidae,Scorpaeniformes,Paraliparis dactylosus,bathydemersal,541,1000,NA,8.899999618530273,SL,NA,NA,NA
Paraliparis deani,Liparidae,Scorpaeniformes,Paraliparis deani,bathydemersal,18,1008,NA,10,TL,NA,NA,NA
Paraliparis grandis,Liparidae,Scorpaeniformes,Paraliparis grandis,bathydemersal,105,1995,NA,38,SL,NA,NA,NA
Paraliparis holomelas,Liparidae,Scorpaeniformes,Paraliparis holomelas,bathydemersal,128,3356,NA,9.5,TL,NA,Minimum depth reported at 128 m (Ref. 50550).,NA
Paraliparis melanobranchus,Liparidae,Scorpaeniformes,Paraliparis melanobranchus,bathydemersal,805,1554,NA,NA,NA,NA,NA,NA
Paraliparis mento,Liparidae,Scorpaeniformes,Paraliparis mento,bathydemersal,800,1253,NA,12,TL,NA,NA,NA
Paraliparis paucidens,Liparidae,Scorpaeniformes,Paraliparis paucidens,bathydemersal,1536,2275,NA,16.399999618530273,SL,NA,NA,NA
Paraliparis pectoralis,Liparidae,Scorpaeniformes,Paraliparis pectoralis,bathydemersal,681,1636,NA,21.799999237060547,SL,NA,Minimum depth reported at 681 m (Ref. 26773).,NA
Paraliparis penicillus,Liparidae,Scorpaeniformes,Paraliparis penicillus,pelagic-oceanic,722,1003,NA,NA,NA,NA,NA,NA
Paraliparis rosaceus,Liparidae,Scorpaeniformes,Paraliparis rosaceus,bathydemersal,1050,3358,NA,40,SL,NA,NA,NA
Paraliparis ulochir,Liparidae,Scorpaeniformes,Paraliparis ulochir,bathydemersal,700,1900,NA,10.199999809265137,SL,NA,Inhabits the continental slope (Ref. 26773).,NA
Prognatholiparis ptychomandibularis,Liparidae,Scorpaeniformes,Prognatholiparis ptychomandibularis,bathydemersal,NA,455,NA,8.800000190734863,SL,NA,Species typical of moderately deep waters.  Holotype had ostracods and rocks found in its stomach (Ref.  57784).  Minimum depth from Ref. 58018.,NA
Rhinoliparis attenuatus,Liparidae,Scorpaeniformes,Rhinoliparis attenuatus,bathydemersal,350,2189,NA,11,SL,NA,NA,NA
Rhinoliparis barbulifer,Liparidae,Scorpaeniformes,Rhinoliparis barbulifer,bathydemersal,28,2189,NA,8.800000190734863,SL,NA,NA,NA
Albatrossia pectoralis,Macrouridae,Gadiformes,Albatrossia pectoralis,bathydemersal,140,3500,non-migratory,210,TL,variable,"Young apparently bathypelagic to some degree but become bathydemersal at a size of 50-60 cm (Ref. 1371).  Adults feed mainly on cephalopods, fish and shrimps; other food items include ctenophores, echinoderms, worms, crabs, and amphipods (Ref. 1371).  Oviparous, with planktonic larvae (Ref. 36385).","Feeds on fish, squids, crustaceans, echinoderms, and other invertebrates (Ref. 1371)."
Caelorinchus scaphopsis,Macrouridae,Gadiformes,Coelorinchus scaphopsis,benthopelagic,180,300,non-migratory,34,TL,NA,"Stomach contents reveal the ingestion of shrimps and other crustaceans (Ref. 9315).  Oviparous, with planktonic larvae (Ref. 36385).",Stomach contents reveal the ingestion of shrimps and other crustaceans (Ref. 9315).
Coryphaenoides acrolepis,Macrouridae,Gadiformes,Coryphaenoides acrolepis,bathydemersal,300,3700,non-migratory,104,TL,hunting macrofauna (predator),"A benthopelagic mid-slope species, that appears to wander off slope bottoms into midwater (Ref. 1371).  Adults feed on small fish, euphausiids, prawns, amphipods and cephalopods (Ref. 1371).  Oviparous, with planktonic larvae (Ref. 36385).","Feeds on fish, cephalopods and crustaceans (Ref. 1371)."
Coryphaenoides cinereus,Macrouridae,Gadiformes,Coryphaenoides cinereus,bathydemersal,150,3500,non-migratory,66,TL,NA,Feeds mainly on pelagic forms (Ref. 1371).  Too small for fresh consumption (Ref. 1371).,Feeds mainly on pelagic forms (Ref. 1371).
Coryphaenoides filifer,Macrouridae,Gadiformes,Coryphaenoides filifer,bathydemersal,1285,2904,NA,55,TL,hunting macrofauna (predator),"Bathybenthic (Ref. 36385).  Oviparous, with planktonic larvae (Ref. 36385).",NA
Coryphaenoides longifilis,Macrouridae,Gadiformes,Coryphaenoides longifilis,bathydemersal,550,3000,non-migratory,110,TL,hunting macrofauna (predator),NA,NA
Malacocephalus laevis,Macrouridae,Gadiformes,Malacocephalus laevis,bathydemersal,200,1000,non-migratory,60,TL,hunting macrofauna (predator),"Found on continental slopes (Ref. 1371).  Utilized mainly for fishmeal and oil (Ref. 1371).  In the past, fishers in the North Atlantic were reported to have used the luminescent excretion from the ventral light organ to enhance baits used for cod fishing (Ref. 1371).","Found on continental slopes (Ref. 1371, 75154).  Feeds on pelagic crustaceans (Ref. 58748)."
Nezumia liolepis,Macrouridae,Gadiformes,Nezumia liolepis,bathydemersal,768,1660,non-migratory,30,TL,NA,Caught as a by-catch of trawlers fishing for Dover sole but of no commercial value (Ref. 9315).  Problems with taxonomy.  Shallowest depth record from Ref. 1371.,NA
Nezumia stelgidolepis,Macrouridae,Gadiformes,Nezumia stelgidolepis,bathydemersal,277,909,non-migratory,45,TL,NA,"Food items are generally forcibly regurgitated by the fish's expunging gas bladder as it is hauled from the depths, but fish remains have been caught inside the mouth of a few individuals.  Considered opportunistic feeders and will eat whatever animal food they encounter in the natural habitat as long as it is of appropriate size (Ref. 4525).","Food items are generally forcibly regurgitated by the fish's expunging gas bladder as it is hauled from the depths, but fish remains have been caught inside the mouth of a few individuals.  Considered opportunistic feeders and will eat whatever animal food they encounter in the natural habitat as long as it is of appropriate size (Ref. 4525)."
Melamphaes lugubris,Melamphaidae,Stephanoberyciformes,Melamphaes lugubris,bathypelagic,50,3400,NA,8.5,SL,NA,"In the sub-arctic region, young may be found at depths between 50-300 m while older individuals occur at depths between 200-500 m (Ref. 6885).  Further south, in the transition zone, young are found from 200-300 m and older individuals between 200-500 m (Ref. 6885).  Oviparous, with planktonic larvae and eggs (Ref. 36655).",NA
Poromitra crassiceps,Melamphaidae,Stephanoberyciformes,Poromitra crassiceps,bathypelagic,164,2730,NA,14.800000190734863,SL,selective plankton feeding,"Oviparous, with planktonic eggs and larvae (Ref. 36655). There is significant morphological variation between populations (Ref. 4241).",NA
Poromitra cristiceps,Melamphaidae,Stephanoberyciformes,Poromitra cristiceps,bathypelagic,0,3263,NA,12.100000381469728,SL,NA,This was caught by non-closing fishing gear in water horizons of 1000-0 to 2000-0 m (Ref. 83719).,NA
Scopeloberyx robustus,Melamphaidae,Stephanoberyciformes,Scopeloberyx robustus,bathypelagic,0,4740,NA,7.300000190734863,SL,selective plankton feeding,"Mesopelagic and bathypelagic at 340-1200 m depth (Ref. 36665).  Oviparous, with planktonic eggs and larvae (Ref. 36655).  Significant morphological variation between Indo-Pacific and other populations.",Mesopelagic and bathypelagic at 340-1200 m depth (Ref. 36665).  Feeds on pelagic crustaceans (Ref. 58748).
Melanocetus johnsonii,Melanocetidae,Lophiiformes,Melanocetus johnsonii,bathypelagic,100,4500,NA,2.9000000953674316,TL,hunting macrofauna (predator),"Meso- and bathypelagic (Ref. 58302).  Males dwarfed and non-parasitic (Ref. 4491).  Caught with plankton nets (Ref. 559).  Capable of catching and swallowing prey larger than itself, as witness the approximately 24.0 cm SL specimen of  <i>Chauliodus</i> sp. in the stomach of a 6.6 cm SL individual (NMNZ P 14537) (Ref. 58502).  Larvae are found primarily in upper 100 m (Ref. 36493).  Oviparous, with planktonic larvae (Ref. 36493).  Eggs are presumably contained in floating gelatinous rafts (Ref. 36493).","Capable of catching and swallowing prey larger than itself, as witness the approximately 24.0 cm SL specimen of  <i>Chauliodus</i> sp. in the stomach of a 6.6 cm SL individual (NMNZ P 14537) (Ref. 58502).  Males dwarfed and non-parasitic (Ref. 4491).  Caught with plankton nets (Ref. 559).  Larvae are found primarily in upper 100 m (Ref. 36493)."
Melanonus zugmayeri,Melanonidae,Gadiformes,Melanonus zugmayeri,bathypelagic,991,3000,oceanodromous,28,TL,NA,"Oceanic, meso- (Ref. 6525) and bathypelagic (Ref. 58302).  Minimum depth from Ref. 58018.","Oceanic, meso- (Ref. 6525) and bathypelagic (Ref. 58302)."
Merluccius productus,Merlucciidae,Gadiformes,Merluccius productus,pelagic-neritic,0,1000,NA,91,TL,hunting macrofauna (predator),"Inhabit oceanic and coastal areas, but mainly on the continental shelf (Ref. 1371).  Although often classified as demersal, the distribution and behavior suggest a largely pelagic existence (Ref. 1371).  Adults live in large schools in waters overlying the continental shelf and slope except during the spawning season when they are found several hundred miles seaward (Ref. 1371).  A nocturnal feeder (Ref. 6885) that  feed on a variety of fishes and invertebrates (Ref. 1371).  Important prey for sea lions and small cetaceans (Ref. 2850); also prey of dogfish (Ref. 11384).",NA
Nansenia candida,Microstomatidae,Argentiformes,Nansenia candida,bathypelagic,83,1800,NA,22.200000762939453,SL,NA,"Found between the epipelagic and mesopelagic zones (Ref. 265).  Oviparous, with planktonic eggs and larvae (Ref. 35612).  Probably found at a depth of 100 m (Ref. 6885).  A specimen of 17.92 cm SL was found to have mature ovaries (Ref. 5123).",NA
Mola mola,Molidae,Tetraodontiformes,Mola mola,pelagic-oceanic,30,480,oceanodromous,333,TL,hunting macrofauna (predator),"Molas are distinguished for their distinct morphological characters which include reduced/fused caudal elements, presence of a clavus in place of the caudal fin, absence of a swim bladder and a degenerate, cartilaginous skeleton (Ref. 86435).  Adults are found on slopes adjacent to deep water where they come in for shelter and for seeking cleaner fishes.  They are usually shy. However, they may become familiar with divers in some locations (Ref. 48637).  Individuals often drift at the surface while lying on its side but can swim actively and are capable of directional movements otherwise (Ref. 86435). They swim upright and close to the surface. The dorsal fin often protrudes above the water.  Females are larger than males (Ref. 86435). This species has been filmed in 480 m depth with the help of a camera equipped with baits (Lis Maclaren, pers. comm. 2005).  Adults eat fishes, mollusks, zooplankton, jellyfish, crustaceans and brittle stars (Ref. 4925, 5951, 48637).  A live colony of the cirripede <i>Lepas anatifera</i> were found attached to the anterior portion of the sunfish's esophagus that was stranded in the south coast of Terceira Island, Azores Archipelago in 2004.  This association has apparent advantages for the goose barnacles such as a regular intake of food and protection both from hydrodynamic hazards and from predators: but for the sunfish, it is not clear whether it is neutral, of advantage or causes feeding problems since the attachment may obstruct the sunfish's esophagus (Ref. 55063).  The sunfish is registered as the heaviest bony fish and as the one with the most eggs in the Guinness Book of World Records (Ref. 6472).  Generally this species is not used as food fish; some people consider it as a delicacy (Ref. 30573).  The fish can be utilized fresh and can be broiled (Ref. 9988).  Some parts of the fish are used in Chinese medicine (Ref. 12166).  Molas may contain the same toxin as puffers and porcupine fish (Ref. 13513). They do not adapt well in captivity (Ref. 12382, 37040).  Juveniles are victims of California sea lions in Monterey Bay (Ref. 37040).","The fish is found on slopes adjacent to deep water.  The fish comes in for shelter and for seeking cleaner fishes.  The fish is usually shy.  However, it may become familiar with divers in some locations (Ref. 48637).  The species often drifts at the surface while lying on its side.  It swims upright and close to the surface.  The  dorsal fin often protruds above the water.  The species has been filmed in 480 m depth with the help of a camera equipped with baits(Lis Maclaren, pers. Comm. 2005).  The species eats fishes, mollusks, zooplankton, jellyfish, crustaceans and brittle stars (Refs. 4925, 48637).  Contrary to reports of being an obligate feeder on gelatinous zooplankton, it has been reported, in fact,  to display different feeding behaviors, feed on diverse food items, including filamentous brown algae from shallow water.  Juveniles are likely to be benthos feeders.  Feeding behavior includes accelerated movement towards slowly moving prey.  Exhibits qualitative overlapping diet with <i>Masturus lanceolatus</i> (Ref. 119029).  A live colony of the cirriped <i>Lepas anatifera</i> were found attached to the anterior portion of the sunfish's esophagus that was stranded in the south coast of Terceira Island, Azores Archipelago in 2004; an association with apparent advantages for the goose barnacles such as a regular intake of food and protection both from hydrodynamic  hazards and from predators: but for the sunfish, it is not clear whether it is neutral, of advantage or causes feeding problems since the attachment may obstruct the sunfish's esophagus (Ref. 55063).  Parasites of the species include 1 monogenean, 6 trematodes, 3 cestodes and 4 copepods (Ref. 5951).  The fish is registered as the heaviest bony fish and as the one with the most eggs in the Guinness Book of World Records (Ref. 6472)."
Antimora microlepis,Moridae,Gadiformes,Antimora microlepis,bathypelagic,175,3048,NA,75,TL,hunting macrofauna (predator),"Inhabits the lower regions of the continental slope between 800 m and 1, 800 m.  It appears that sex segregation is also basic to this species, but whether or not the species migrates extensively or uses the North American west coast slopes only as feeding areas is not known (Ref. 1371).  Benthopelagic (Ref. 58302).  Feeds on benthic invertebrates (Ref. 9319).  Taken frequently by deep slope water trawlers fishing for <i>Microstomus pacificus</i> and deepwater <i>Sebastes</i> species (Ref. 1371).","Inhabits the lower regions of the continental slope between 800 m and 1, 800 m. It appears that sex segregation is also basic to this species, but whether or not the species migrates extensively or uses the North American west coast slopes only as feeding areas is not known. Feeds on benthic invertebrates."
Halargyreus johnsonii,Moridae,Gadiformes,Halargyreus johnsonii,bathypelagic,450,3000,NA,56,TL,hunting macrofauna (predator),"Epibenthic (Ref. 58426).  Food consists of free-living small animals, such as crustaceans and squids.  This species is reportedly being caught by trawl in temperate waters of Australia (Ref. 9563).","Occurred in the 500-1250 m bathymetric zones but principally in the 750-1000 m zones (Ref. 34143).  Found on the continental slope (Ref. 75154).  Epibenthic (Ref. 58426).  Food consists of free-living small animals, such as crustaceans and squids.  This species is reportedly being caught by trawl in temperate waters of Australia (Ref. 9563)."
